"badword","id","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year"
"pill",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^pill$",2004
"pill",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^pill$",2013
"pill",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^pill$",2019
"pills",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^pills$",2001
"pills",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^pills$",2013
"pills",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^pills$",2004
"pills",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^pills$",2011
"pills",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^pills$",2015
"pills",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^pills$",2019
"pimp",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^pimp",2013
"pimp",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^pimp",2019
"pimp",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^pimp",2001
"pimp",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^pimp",2004
"pimp",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^pimp",2015
"pimp",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^pimp",2011
"piss",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^piss",2011
"piss",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^piss",2001
"piss",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^piss",2004
"piss",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^piss",2013
"piss",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^piss",2019
"piss",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^piss",2015
"poison",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^poison",2013
"poison",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^poison",2011
"poison",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^poison",2015
"poison",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^poison",2001
"poison",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^poison",2004
"poison",4,366,0,"old town road","Lil Nas X",4,0,"violence","^poison",2019
"pot",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^pot$",2013
"pot",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^pot$",2004
"pot",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^pot$",2001
"pot",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^pot$",2015
"pot",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^pot$",2019
"pot",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^pot$",2011
"pour",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^pour",2004
"pour",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^pour",2001
"pour",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^pour",2011
"pour",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^pour",2013
"pour",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^pour",2019
"pour",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^pour",2015
"pray",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^pray",2015
"pray",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^pray",2011
"pray",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^pray",2013
"pray",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^pray",2004
"pray",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^pray",2001
"pray",4,366,0,"old town road","Lil Nas X",4,0,"religious","^pray",2019
"priest",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^priest",2015
"priest",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^priest",2011
"priest",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^priest",2004
"priest",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^priest",2001
"priest",4,366,0,"old town road","Lil Nas X",4,0,"religious","^priest",2019
"priest",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^priest",2013
"prosecco",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^prosecco$",2004
"prosecco",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^prosecco$",2013
"prosecco",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^prosecco$",2015
"prosecco",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^prosecco$",2011
"prosecco",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^prosecco$",2019
"prosecco",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^prosecco$",2001
"psycho",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^psycho",2011
"psycho",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^psycho",2013
"psycho",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^psycho",2015
"psycho",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^psycho",2019
"psycho",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^psycho",2001
"psycho",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^psycho",2004
"puff",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^puff",2004
"puff",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^puff",2015
"puff",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^puff",2011
"puff",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^puff",2013
"puff",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^puff",2001
"puff",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^puff",2019
"punch",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^punch",2013
"punch",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^punch",2004
"punch",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^punch",2015
"punch",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^punch",2001
"punch",4,366,0,"old town road","Lil Nas X",4,0,"violence","^punch",2019
"punch",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^punch",2011
"pussies",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^pussies$",2015
"pussies",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^pussies$",2004
"pussies",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^pussies$",2001
"pussies",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^pussies$",2011
"pussies",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^pussies$",2019
"pussies",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^pussies$",2013
"pussy",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^pussy",2015
"pussy",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^pussy",2001
"pussy",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^pussy",2013
"pussy",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^pussy",2019
"pussy",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^pussy",2011
"pussy",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^pussy",2004
"retard",2,186,0,"girl on fire","Alicia Keys",2,0,"slur","^retard",2013
"retard",4,366,0,"old town road","Lil Nas X",4,0,"slur","^retard",2019
"retard",6,521,0,"till the world ends","Britney Spears",6,0,"slur","^retard",2011
"retard",1,42,0,"bad blood","Taylor Swift",1,0,"slur","^retard",2015
"retard",3,348,0,"my love is your love","Whitney Houston",3,0,"slur","^retard",2001
"retard",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"slur","^retard",2004
"rum",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^rum$",2013
"rum",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^rum$",2011
"rum",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^rum$",2015
"rum",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^rum$",2004
"rum",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^rum$",2001
"rum",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^rum$",2019
"sake",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^sake$",2013
"sake",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^sake$",2004
"sake",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^sake$",2015
"sake",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^sake$",2001
"sake",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^sake$",2019
"sake",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^sake$",2011
"sanity",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^sanity$",2001
"sanity",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^sanity$",2004
"sanity",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^sanity$",2019
"sanity",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^sanity$",2015
"sanity",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^sanity$",2011
"sanity",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^sanity$",2013
"savage",6,521,0,"till the world ends","Britney Spears",6,0,"slur","^savage",2011
"savage",3,348,0,"my love is your love","Whitney Houston",3,0,"slur","^savage",2001
"savage",1,42,0,"bad blood","Taylor Swift",1,0,"slur","^savage",2015
"savage",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"slur","^savage",2004
"savage",4,366,0,"old town road","Lil Nas X",4,0,"slur","^savage",2019
"savage",2,186,0,"girl on fire","Alicia Keys",2,0,"slur","^savage",2013
"scalpel",4,366,0,"old town road","Lil Nas X",4,0,"violence","^scalpel",2019
"scalpel",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^scalpel",2001
"scalpel",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^scalpel",2004
"scalpel",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^scalpel",2015
"scalpel",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^scalpel",2013
"scalpel",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^scalpel",2011
"scrotum",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^scrotum",2004
"scrotum",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^scrotum",2001
"scrotum",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^scrotum",2013
"scrotum",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^scrotum",2011
"scrotum",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^scrotum",2019
"scrotum",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^scrotum",2015
"sex",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^sex",2019
"sex",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^sex",2004
"sex",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^sex",2001
"sex",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^sex",2015
"sex",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^sex",2013
"sex",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^sex",2011
"shit",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^shit",2015
"shit",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^shit",2001
"shit",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^shit",2011
"shit",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^shit",2004
"shit",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^shit",2013
"shit",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^shit",2019
"sin",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^sin$",2004
"sin",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^sin$",2013
"sin",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^sin$",2015
"sin",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^sin$",2001
"sin",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^sin$",2011
"sin",4,366,0,"old town road","Lil Nas X",4,0,"religious","^sin$",2019
"sinner",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^sinner$",2004
"sinner",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^sinner$",2015
"sinner",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^sinner$",2001
"sinner",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^sinner$",2013
"sinner",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^sinner$",2011
"sinner",4,366,0,"old town road","Lil Nas X",4,0,"religious","^sinner$",2019
"sinning",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^sinning$",2011
"sinning",4,366,0,"old town road","Lil Nas X",4,0,"religious","^sinning$",2019
"sinning",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^sinning$",2001
"sinning",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^sinning$",2015
"sinning",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^sinning$",2013
"sinning",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^sinning$",2004
"sins",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^sins$",2001
"sins",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^sins$",2015
"sins",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^sins$",2013
"sins",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^sins$",2011
"sins",4,366,0,"old town road","Lil Nas X",4,0,"religious","^sins$",2019
"sins",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^sins$",2004
"sip",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^sip$",2011
"sip",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^sip$",2004
"sip",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^sip$",2013
"sip",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^sip$",2019
"sip",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^sip$",2001
"sip",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^sip$",2015
"sippin",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^sippin",2011
"sippin",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^sippin",2004
"sippin",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^sippin",2001
"sippin",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^sippin",2015
"sippin",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^sippin",2013
"sippin",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^sippin",2019
"skin",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^skin$",2001
"skin",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^skin$",2013
"skin",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^skin$",2004
"skin",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^skin$",2011
"skin",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^skin$",2015
"skin",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^skin$",2019
"skirt",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","skirt",2004
"skirt",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","skirt",2001
"skirt",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","skirt",2013
"skirt",4,366,0,"old town road","Lil Nas X",4,0,"sexual","skirt",2019
"skirt",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","skirt",2011
"skirt",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","skirt",2015
"slap",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^slap",2013
"slap",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^slap",2004
"slap",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^slap",2001
"slap",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^slap",2011
"slap",4,366,0,"old town road","Lil Nas X",4,0,"violence","^slap",2019
"slap",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^slap",2015
"slay",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^slay",2001
"slay",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^slay",2004
"slay",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^slay",2013
"slay",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^slay",2011
"slay",4,366,0,"old town road","Lil Nas X",4,0,"violence","^slay",2019
"slay",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^slay",2015
"sleep",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^sleep",2004
"sleep",3,348,2,"my love is your love","Whitney Houston",3,2,"sexual","^sleep",2001
"sleep",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^sleep",2013
"sleep",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^sleep",2015
"sleep",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^sleep",2019
"sleep",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^sleep",2011
"smoke",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^smoke",2015
"smoke",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^smoke",2004
"smoke",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^smoke",2001
"smoke",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^smoke",2019
"smoke",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^smoke",2011
"smoke",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^smoke",2013
"smoking",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^smoking",2004
"smoking",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^smoking",2019
"smoking",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^smoking",2001
"smoking",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^smoking",2015
"smoking",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^smoking",2011
"smoking",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^smoking",2013
"sober",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^sober",2019
"sober",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^sober",2001
"sober",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^sober",2013
"sober",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^sober",2015
"sober",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^sober",2004
"sober",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^sober",2011
"spirits",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^spirits$",2001
"spirits",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^spirits$",2004
"spirits",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^spirits$",2011
"spirits",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^spirits$",2019
"spirits",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^spirits$",2015
"spirits",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^spirits$",2013
"stab",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^stab$",2004
"stab",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^stab$",2001
"stab",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^stab$",2015
"stab",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^stab$",2011
"stab",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^stab$",2013
"stab",4,366,0,"old town road","Lil Nas X",4,0,"violence","^stab$",2019
"stabbed",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^stabbed$",2001
"stabbed",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^stabbed$",2013
"stabbed",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^stabbed$",2015
"stabbed",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^stabbed$",2004
"stabbed",4,366,0,"old town road","Lil Nas X",4,0,"violence","^stabbed$",2019
"stabbed",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^stabbed$",2011
"stabbing",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^stabbing$",2004
"stabbing",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^stabbing$",2001
"stabbing",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^stabbing$",2011
"stabbing",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^stabbing$",2015
"stabbing",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^stabbing$",2013
"stabbing",4,366,0,"old town road","Lil Nas X",4,0,"violence","^stabbing$",2019
"stabs",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^stabs$",2001
"stabs",4,366,0,"old town road","Lil Nas X",4,0,"violence","^stabs$",2019
"stabs",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^stabs$",2004
"stabs",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^stabs$",2013
"stabs",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^stabs$",2011
"stabs",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^stabs$",2015
"suicidal",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^suicidal$",2011
"suicidal",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^suicidal$",2019
"suicidal",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^suicidal$",2001
"suicidal",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^suicidal$",2004
"suicidal",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^suicidal$",2013
"suicidal",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^suicidal$",2015
"suicide",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^suicide",2001
"suicide",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^suicide",2004
"suicide",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^suicide",2013
"suicide",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^suicide",2011
"suicide",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^suicide",2015
"suicide",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^suicide",2019
"tattoo",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"other","^tattoo",2004
"tattoo",2,186,0,"girl on fire","Alicia Keys",2,0,"other","^tattoo",2013
"tattoo",1,42,0,"bad blood","Taylor Swift",1,0,"other","^tattoo",2015
"tattoo",3,348,0,"my love is your love","Whitney Houston",3,0,"other","^tattoo",2001
"tattoo",4,366,0,"old town road","Lil Nas X",4,0,"other","^tattoo",2019
"tattoo",6,521,0,"till the world ends","Britney Spears",6,0,"other","^tattoo",2011
"tequila",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^tequila",2019
"tequila",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^tequila",2001
"tequila",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^tequila",2013
"tequila",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^tequila",2004
"tequila",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^tequila",2011
"tequila",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^tequila",2015
"thigh",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^thigh",2013
"thigh",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^thigh",2001
"thigh",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^thigh",2015
"thigh",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^thigh",2004
"thigh",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^thigh",2019
"thigh",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^thigh",2011
"thug",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^thug",2001
"thug",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^thug",2004
"thug",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^thug",2011
"thug",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^thug",2015
"thug",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^thug",2013
"thug",4,366,0,"old town road","Lil Nas X",4,0,"violence","^thug",2019
"tit",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^tit$",2004
"tit",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^tit$",2019
"tit",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^tit$",2015
"tit",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^tit$",2001
"tit",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^tit$",2013
"tit",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^tit$",2011
"tits",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^tits$",2001
"tits",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^tits$",2019
"tits",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^tits$",2004
"tits",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^tits$",2013
"tits",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^tits$",2015
"tits",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^tits$",2011
"tongue",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^tongue",2015
"tongue",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^tongue",2004
"tongue",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^tongue",2001
"tongue",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^tongue",2019
"tongue",6,521,1,"till the world ends","Britney Spears",6,1,"sexual","^tongue",2011
"tongue",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^tongue",2013
"touch",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^touch",2019
"touch",6,521,0,"till the world ends","Britney Spears",6,1,"sexual","^touch",2011
"touch",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^touch",2015
"touch",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^touch",2001
"touch",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^touch",2004
"touch",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^touch",2013
"toxic",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^toxic",2015
"toxic",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^toxic",2004
"toxic",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^toxic",2019
