"badword","id","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year"
"cock",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^cock",2013
"cock",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^cock",2015
"cock",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^cock",2001
"cock",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^cock",2004
"cock",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^cock",2019
"cock",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^cock",2011
"coke",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^coke$",2004
"coke",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^coke$",2001
"coke",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^coke$",2015
"coke",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^coke$",2019
"coke",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^coke$",2013
"coke",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^coke$",2011
"coma",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^coma$",2015
"coma",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^coma$",2001
"coma",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^coma$",2019
"coma",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^coma$",2011
"coma",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^coma$",2013
"coma",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^coma$",2004
"coochie",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^coochie",2001
"coochie",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^coochie",2019
"coochie",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^coochie",2004
"coochie",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^coochie",2015
"coochie",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^coochie",2011
"coochie",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^coochie",2013
"counterfeit",2,186,0,"girl on fire","Alicia Keys",2,0,"other","^counterfeit",2013
"counterfeit",4,366,0,"old town road","Lil Nas X",4,0,"other","^counterfeit",2019
"counterfeit",3,348,0,"my love is your love","Whitney Houston",3,0,"other","^counterfeit",2001
"counterfeit",6,521,0,"till the world ends","Britney Spears",6,0,"other","^counterfeit",2011
"counterfeit",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"other","^counterfeit",2004
"counterfeit",1,42,0,"bad blood","Taylor Swift",1,0,"other","^counterfeit",2015
"crap",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^crap$",2019
"crap",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^crap$",2001
"crap",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^crap$",2015
"crap",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^crap$",2011
"crap",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^crap$",2004
"crap",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^crap$",2013
"crazier",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^crazier$",2004
"crazier",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^crazier$",2001
"crazier",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^crazier$",2019
"crazier",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^crazier$",2013
"crazier",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^crazier$",2015
"crazier",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^crazier$",2011
"craziest",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^craziest$",2001
"craziest",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^craziest$",2019
"craziest",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^craziest$",2013
"craziest",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^craziest$",2004
"craziest",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^craziest$",2015
"craziest",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^craziest$",2011
"crazy",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^crazy$",2011
"crazy",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^crazy$",2001
"crazy",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"mental health","^crazy$",2004
"crazy",1,42,0,"bad blood","Taylor Swift",1,0,"mental health","^crazy$",2015
"crazy",4,366,0,"old town road","Lil Nas X",4,0,"mental health","^crazy$",2019
"crazy",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^crazy$",2013
"creep",1,42,0,"bad blood","Taylor Swift",1,0,"other","^creep",2015
"creep",3,348,0,"my love is your love","Whitney Houston",3,0,"other","^creep",2001
"creep",6,521,0,"till the world ends","Britney Spears",6,0,"other","^creep",2011
"creep",4,366,0,"old town road","Lil Nas X",4,0,"other","^creep",2019
"creep",2,186,0,"girl on fire","Alicia Keys",2,0,"other","^creep",2013
"creep",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"other","^creep",2004
"crime",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^crime",2001
"crime",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^crime",2013
"crime",4,366,0,"old town road","Lil Nas X",4,0,"violence","^crime",2019
"crime",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^crime",2011
"crime",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^crime",2015
"crime",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^crime",2004
"criminal",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^crimnal",2011
"criminal",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^crimnal",2001
"criminal",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^crimnal",2004
"criminal",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^crimnal",2013
"criminal",4,366,0,"old town road","Lil Nas X",4,0,"violence","^crimnal",2019
"criminal",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^crimnal",2015
"crystal",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^crystal",2015
"crystal",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^crystal",2011
"crystal",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^crystal",2013
"crystal",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^crystal",2019
"crystal",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^crystal",2001
"crystal",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^crystal",2004
"curve",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^curve",2001
"curve",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^curve",2011
"curve",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^curve",2015
"curve",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^curve",2013
"curve",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^curve",2004
"curve",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^curve",2019
"cut",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^cut$",2001
"cut",5,495,8,"the first cut is the deepest","Sheryl Crow",5,8,"violence","^cut$",2004
"cut",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^cut$",2013
"cut",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^cut$",2011
"cut",1,42,0,"bad blood","Taylor Swift",1,5,"violence","^cut$",2015
"cut",4,366,0,"old town road","Lil Nas X",4,0,"violence","^cut$",2019
"cuts",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^cuts$",2013
"cuts",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^cuts$",2001
"cuts",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^cuts$",2011
"cuts",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^cuts$",2004
"cuts",4,366,0,"old town road","Lil Nas X",4,0,"violence","^cuts$",2019
"cuts",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^cuts$",2015
"cutthroat",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^cutthroat$",2013
"cutthroat",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^cutthroat$",2011
"cutthroat",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^cutthroat$",2004
"cutthroat",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^cutthroat$",2001
"cutthroat",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^cutthroat$",2015
"cutthroat",4,366,0,"old town road","Lil Nas X",4,0,"violence","^cutthroat$",2019
"cuttin",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^cuttin",2001
"cuttin",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^cuttin",2013
"cuttin",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^cuttin",2011
"cuttin",4,366,0,"old town road","Lil Nas X",4,0,"violence","^cuttin",2019
"cuttin",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^cuttin",2015
"cuttin",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^cuttin",2004
"dammit",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^dammit$",2001
"dammit",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^dammit$",2004
"dammit",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^dammit$",2019
"dammit",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^dammit$",2011
"dammit",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^dammit$",2015
"dammit",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^dammit$",2013
"damn",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","^damn",2004
"damn",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","^damn",2015
"damn",4,366,0,"old town road","Lil Nas X",4,0,"profanity","^damn",2019
"damn",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","^damn",2001
"damn",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","^damn",2013
"damn",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","^damn",2011
"dead",4,366,0,"old town road","Lil Nas X",4,0,"violence","^dead$",2019
"dead",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^dead$",2004
"dead",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^dead$",2011
"dead",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^dead$",2001
"dead",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^dead$",2015
"dead",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^dead$",2013
"death",4,366,0,"old town road","Lil Nas X",4,0,"violence","^death$",2019
"death",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^death$",2004
"death",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^death$",2001
"death",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^death$",2015
"death",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^death$",2013
"death",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^death$",2011
"demon",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^demon",2004
"demon",4,366,0,"old town road","Lil Nas X",4,0,"religious","^demon",2019
"demon",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^demon",2015
"demon",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^demon",2011
"demon",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^demon",2001
"demon",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^demon",2013
"devil",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^devil",2004
"devil",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^devil",2015
"devil",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^devil",2001
"devil",4,366,0,"old town road","Lil Nas X",4,0,"religious","^devil",2019
"devil",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^devil",2011
"devil",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^devil",2013
"diablo",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^diablo",2004
"diablo",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^diablo",2001
"diablo",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^diablo",2013
"diablo",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^diablo",2015
"diablo",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^diablo",2011
"diablo",4,366,0,"old town road","Lil Nas X",4,0,"religious","^diablo",2019
"dick",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^dick",2001
"dick",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^dick",2011
"dick",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^dick",2015
"dick",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^dick",2004
"dick",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^dick",2019
"dick",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^dick",2013
"die",4,366,0,"old town road","Lil Nas X",4,0,"violence","^die$",2019
"die",3,348,1,"my love is your love","Whitney Houston",3,1,"violence","^die$",2001
"die",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^die$",2011
"die",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^die$",2004
"die",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^die$",2013
"die",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^die$",2015
"dies",4,366,0,"old town road","Lil Nas X",4,0,"violence","^dies$",2019
"dies",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^dies$",2001
"dies",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^dies$",2011
"dies",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^dies$",2004
"dies",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^dies$",2013
"dies",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^dies$",2015
"dirtier",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^dirtier$",2001
"dirtier",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^dirtier$",2015
"dirtier",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^dirtier$",2004
"dirtier",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^dirtier$",2013
"dirtier",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^dirtier$",2011
"dirtier",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^dirtier$",2019
"dirty",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^dirty$",2013
"dirty",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^dirty$",2004
"dirty",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^dirty$",2019
"dirty",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^dirty$",2015
"dirty",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^dirty$",2001
"dirty",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^dirty$",2011
"dong",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^dong",2001
"dong",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^dong",2004
"dong",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^dong",2019
"dong",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^dong",2011
"dong",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^dong",2013
"dong",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^dong",2015
"donk",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^dnnk",2004
"donk",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^dnnk",2015
"donk",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^dnnk",2001
"donk",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^dnnk",2013
"donk",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^dnnk",2019
"donk",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^dnnk",2011
"dope",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^dope",2001
"dope",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^dope",2015
"dope",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^dope",2004
"dope",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^dope",2013
"dope",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^dope",2019
"dope",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^dope",2011
"drank",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^drank",2019
"drank",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^drank",2001
"drank",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^drank",2004
"drank",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^drank",2015
"drank",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^drank",2011
"drank",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^drank",2013
"dress",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^dress$",2004
"dress",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^dress$",2001
"dress",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^dress$",2019
"dress",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^dress$",2015
"dress",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^dress$",2011
"dress",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^dress$",2013
"drink",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^drink",2004
"drink",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^drink",2015
"drink",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^drink",2019
"drink",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^drink",2011
"drink",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^drink",2001
"drink",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^drink",2013
"drug",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^drug",2001
"drug",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^drug",2015
"drug",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^drug",2019
"drug",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^drug",2013
"drug",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^drug",2004
"drug",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^drug",2011
"drunk",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^drunk",2004
"drunk",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^drunk",2011
"drunk",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^drunk",2001
"drunk",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^drunk",2015
"drunk",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^drunk",2019
"drunk",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^drunk",2013
"ecstasy",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^ecstasy",2001
"ecstasy",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^ecstasy",2013
"ecstasy",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^ecstasy",2011
"ecstasy",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^ecstasy",2015
"ecstasy",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^ecstasy",2004
"ecstasy",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^ecstasy",2019
"evil",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^evil",2015
"evil",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^evil",2004
"evil",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^evil",2011
"evil",4,366,0,"old town road","Lil Nas X",4,0,"religious","^evil",2019
"evil",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^evil",2001
"evil",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^evil",2013
"faith",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^faith$",2015
"faith",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^faith$",2001
"faith",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^faith$",2011
"faith",4,366,0,"old town road","Lil Nas X",4,0,"religious","^faith$",2019
"faith",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^faith$",2013
"faith",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^faith$",2004
"fetish",3,348,0,"my love is your love","Whitney Houston",3,0,"other","^fetish",2001
"fetish",2,186,0,"girl on fire","Alicia Keys",2,0,"other","^fetish",2013
"fetish",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"other","^fetish",2004
"fetish",1,42,0,"bad blood","Taylor Swift",1,0,"other","^fetish",2015
"fetish",6,521,0,"till the world ends","Britney Spears",6,0,"other","^fetish",2011
"fetish",4,366,0,"old town road","Lil Nas X",4,0,"other","^fetish",2019
"fight",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^fight",2001
"fight",4,366,0,"old town road","Lil Nas X",4,0,"violence","^fight",2019
"fight",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^fight",2015
"fight",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^fight",2011
"fight",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^fight",2013
"fight",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^fight",2004
"freak",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^freak",2015
"freak",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^freak",2004
"freak",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^freak",2001
"freak",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^freak",2011
"freak",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^freak",2019
"freak",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^freak",2013
"fuck",4,366,0,"old town road","Lil Nas X",4,0,"profanity","fuck",2019
"fuck",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"profanity","fuck",2004
"fuck",3,348,0,"my love is your love","Whitney Houston",3,0,"profanity","fuck",2001
"fuck",2,186,0,"girl on fire","Alicia Keys",2,0,"profanity","fuck",2013
"fuck",6,521,0,"till the world ends","Britney Spears",6,0,"profanity","fuck",2011
"fuck",1,42,0,"bad blood","Taylor Swift",1,0,"profanity","fuck",2015
"gang",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^gang",2015
"gang",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^gang",2004
"gang",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^gang",2001
"gang",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^gang",2011
"gang",4,366,0,"old town road","Lil Nas X",4,0,"violence","^gang",2019
"gang",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^gang",2013
"gay",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^gay$",2015
"gay",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^gay$",2004
"gay",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^gay$",2011
"gay",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^gay$",2019
"gay",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^gay$",2001
"gay",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^gay$",2013
"gentleman",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^gentleman$",2015
"gentleman",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^gentleman$",2004
"gentleman",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^gentleman$",2001
"gentleman",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^gentleman$",2011
"gentleman",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^gentleman$",2019
"gentleman",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^gentleman$",2013
"gentlemen",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^gentlemen$",2001
"gentlemen",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^gentlemen$",2015
"gentlemen",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^gentlemen$",2004
"gentlemen",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^gentlemen$",2019
"gentlemen",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^gentlemen$",2011
"gentlemen",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^gentlemen$",2013
"gin",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^gin$",2004
"gin",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^gin$",2011
"gin",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^gin$",2015
"gin",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^gin$",2019
"gin",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^gin$",2001
"gin",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^gin$",2013
"god",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^god",2011
"god",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^god",2015
"god",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^god",2004
"god",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^god",2001
"god",4,366,0,"old town road","Lil Nas X",4,0,"religious","^god",2019
"god",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^god",2013
"grind",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^grind",2001
"grind",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^grind",2004
"grind",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^grind",2013
"grind",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^grind",2011
"grind",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^grind",2015
"grind",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^grind",2019
"gun",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^gun$",2011
"gun",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^gun$",2013
"gun",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^gun$",2001
"gun",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^gun$",2015
"gun",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^gun$",2004
"gun",4,366,0,"old town road","Lil Nas X",4,0,"violence","^gun$",2019
"guns",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^guns$",2013
"guns",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^guns$",2015
"guns",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^guns$",2011
"guns",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^guns$",2001
