"song_name","og_artist","badword","kb_idx","numOccurKB","og_idx","numOccurOG","data","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"dance again","Jennifer Lopez","bless","129","0","121","1","first","other","^bless","2012","1","1","But I told them, 'hallelujah, have a blessed day'",NA
"dance again","Jennifer Lopez","chest","129","0","121","1","first","sexual","^chest","2012","1","1","Mami let me open your treasure chest",NA
"dance again","Jennifer Lopez","dirty","129","0","121","1","first","sexual","^dirty$","2012","1","1","I'm a old dirty dog all day","I find it so stupid"
"dance again","Jennifer Lopez","death","129","0","121","1","first","violence","^death$","2012","1","1","Playboy to the death (uh, yes)",NA
"dance again","Jennifer Lopez","lips","129","0","121","1","first","sexual","^lips$","2012","1","1","Your lips taste like heaven, so why should I stop?","(Let's do it do it do it)"
"dance again","Jennifer Lopez","woman","129","0","121","1","first","identity","^woman$","2012","1","1","Mr Worldwide, and the world's most beautiful woman","I wanna dance, with love, and dance again"
"dance again","Jennifer Lopez","women","129","0","121","1","first","identity","^women$","2012","1","1","Make women comfortable",NA
"dark horse","Katy Perry","addict","131","0","122","1","first","alcohol & drugs","^addict","2014","1","1","But lil mama so dope, I messed around and got addicted",NA
"dark horse","Katy Perry","dope","131","0","122","1","first","alcohol & drugs","^dope","2014","1","1","But lil mama so dope, I messed around and got addicted",NA
"dark horse","Katy Perry","bedroom","131","0","122","1","first","sexual","^bedroom","2014","1","1","She ride me like a roller coaster, turn the bedroom into a fair (A fair)",NA
"dark horse","Katy Perry","coma","131","0","122","1","first","other","^coma$","2014","1","1","She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)",NA
"dark horse","Katy Perry","damn","131","0","122","1","first","profanity","^damn","2014","1","1","Damn, I think I love her, shawty's so bad, I'm sprung and I don't care",NA
"dark horse","Katy Perry","drug","131","0","122","1","first","alcohol & drugs","^drug","2014","1","1","Her love is like a drug, I was tryna hit it and quit it",NA
"dark horse","Katy Perry","sleep","131","0","122","1","first","sexual","^sleep","2014","1","1","She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)",NA
"dear future husband","Meghan Trainor","sleep","NA","0","123","1","first","sexual","^sleep","2015","1","1","I'll be sleeping on the left side of the bed (Hey)",NA
"dear future husband","Meghan Trainor","kiss","NA","0","123","1","first","sexual","^kiss","2015","1","1","Open doors for me and you might get some... kisses",NA
"dear future husband","Meghan Trainor","bed","NA","0","123","1","first","sexual","^bed$","2015","1","1","I'll be sleeping on the left side of the bed (Hey)",NA
"dear future husband","Meghan Trainor","fight","NA","0","123","1","first","violence","^fight","2015","1","1","After every fight, just apologize",NA
"dear future husband","Meghan Trainor","crazy","NA","0","123","3","first","other","^crazy$","2015","1","1","Even when I'm actin' crazy",NA
"dear future husband","Meghan Trainor","body","NA","0","123","1","first","sexual","^body$","2015","1","1","And maybe then I'll let you try and rock my body right",NA
"dear future husband","Meghan Trainor","dirty","NA","0","123","1","first","sexual","^dirty$","2015","1","1","Don't have a dirty mind, just be a classy guy",NA
"diamonds","Rihanna","moonshine","132","0","124","1","first","alcohol & drugs","^moonshine","2013","1","1","As we moonshine and molly","We're like diamonds in the sky"
"diamonds","Rihanna","ecstasy","132","0","124","2","first","alcohol & drugs","^ecstasy","2013","1","1","A vision of ecstasy","A vision of learning"
"diamonds","Rihanna","molly","132","0","124","1","first","alcohol & drugs","^molly$","2013","1","1","As we moonshine and molly","We're like diamonds in the sky"
"dilemma","Nelly","crazy","133","10","125","11","first","other","^crazy$","2003","1","1","Boy, you know I'm crazy over you","All I think about is you"
"disturbia","Rihanna","crazy","134","0","126","1","first","other","^crazy$","2009","1","1","(I'm goin' crazy now)","It can creep up inside you and consume you"
"disturbia","Rihanna","shit","134","0","126","1","first","profanity","^shit","2009","1","1","I gotta get out, or figure this shit out","Put on your pretty lies, you're in the city of wonder"
"dj got us falling in love","Usher","bed","135","0","595","1","first","sexual","^bed$","2011","1","1","Yabba-dabba-doo, make her bed rock",NA
"dj got us falling in love","Usher","body","135","1","595","2","first","sexual","^body$","2011","1","1","No control of my body","Yeah, baby tonight the DJ got us falling in love again"
"dj got us falling in love","Usher","evil","135","0","595","3","first","other","^evil","2011","1","1","Hear no evil, I speak no evil, I see no evil",NA
"dj got us falling in love","Usher","drink","135","0","595","1","first","alcohol & drugs","^drink","2011","1","1","Keep downin' drinks like there's no tomorrow","Eyes, eyes, eyes"
"dj got us falling in love","Usher","man","135","1","595","2","first","identity","^man$","2011","1","1","Yeah, man","So we back in the club"
"do you remember","Jay Sean","sip","145","0","127","1","first","alcohol & drugs","^sip$","2010","1","1","Girl take a sip of the champange take a lil trip down my lane my girl","Let's bring it back"
"do you remember","Jay Sean","kiss","145","0","127","1","first","sexual","^kiss","2010","1","1","How many years do you want come kiss dis I know you miss this","(Bring it)"
"domino","Jessie J","damn","136","0","128","2","first","profanity","^damn","2012","1","1","Damn, this love is skin tight","Baby come on"
"domino","Jessie J","dirty","136","0","128","6","first","sexual","^dirty$","2012","1","1","Dirty dancing in the moonlight","Every second is a highlight"
"domino","Jessie J","smoke","136","1","128","2","first","alcohol & drugs","^smoke","2012","1","1","I can taste the tension like a cloud of smoke in the air","I can taste the tension like a cloud of smoke in the air"
"domino","Jessie J","skin","136","0","128","2","first","sexual","^skin$","2012","1","1","Damn, this love is skin tight","Baby come on"
"domino","Jessie J","sex","136","0","128","1","first","sexual","^sex","2012","1","1","I'm feeling sexy and free","I'm feeling happy and free"
"domino","Jessie J","touch","136","0","128","3","first","sexual","^touch","2012","1","1","When we touch, don't ever let me go","Knock me down like I'm a domino"
"don't call me up","Mabel","club","NA","0","129","3","first","other","^club$","2019","1","1","When I'm here up in the club",NA
"don't call me up","Mabel","high","NA","0","129","3","first","alcohol & drugs","^high$","2019","1","1","Baby, I'm on a high",NA
"don't call me up","Mabel","drink","NA","0","129","3","first","alcohol & drugs","^drink","2019","1","1","One drink and you're outta my mind",NA
"don't call me up","Mabel","man","NA","0","129","1","first","identity","^man$","2019","1","1","My friends said you were a bad man",NA
"don't let me get me","P!nk","damn","139","0","131","1","first","profanity","^damn","2003","1","1","Tired of being compared to damn Britney Spears","LA told me, ""You'll be a pop star"
"don't matter","Akon","men","140","0","133","1","first","identity","^men$","2007","1","1","Men steady comin' after you","Cause I got you, babe"
"don't matter","Akon","women","140","0","133","1","first","identity","^women$","2007","1","1","Women steady comin' after me","Nobody wanna see us together, but it don't matter, no"
"don't mind","Kent Jones","high","NA","0","134","1","first","alcohol & drugs","^high$","2016","1","1","She got that high grade, her weed come with diplomas",NA
"don't mind","Kent Jones","ass","NA","0","134","1","first","profanity","^ass$","2016","1","1","Ass black, but the eyes looking Asian",NA
"don't mind","Kent Jones","smoke","NA","0","134","1","first","alcohol & drugs","^smoke","2016","1","1","I use to smoke Regina, she from Arizona",NA
"don't mind","Kent Jones","fuck","NA","0","134","2","first","profanity","fuck","2016","1","1","I said he don’t speak English, fuck he gon' say (aye)",NA
"don't mind","Kent Jones","man","NA","0","134","2","first","identity","^man$","2016","1","1","She said she got a man keep it on the low",NA
"don't stop the party (ft. tjr)","Pitbull","drink","NA","0","136","1","first","alcohol & drugs","^drink","2013","1","1","Beirut, cafe getting my drink on, mole",NA
"don't stop the party (ft. tjr)","Pitbull","women","NA","0","136","1","first","identity","^women$","2013","1","1","Well All the Pretty Women hit the Hookah",NA
"don't stop the party (ft. tjr)","Pitbull","hookah","NA","0","136","1","first","alcohol & drugs","^hookah$","2013","1","1","Well All the Pretty Women hit the Hookah",NA
"don't wanna know","Maroon 5","bed","142","0","597","1","first","sexual","^bed$","2017","1","1","Even in my head, you're still in my bed","Do you think of me?"
"don't wanna know","Maroon 5","drink","142","0","597","1","first","alcohol & drugs","^drink","2017","1","1","And the more I drink, the more I think about you","Of what we used to be?"
"don't wanna know","Maroon 5","touch","142","0","597","1","first","sexual","^touch","2017","1","1","Do he lay it down for you, touch your poona like this?","The way I used to love you, oh"
"downtown","Macklemore & Ryan Lewis","ass","144","0","138","1","first","profanity","^ass$","2016","1","1","And a bad little mama with her ass in my face","Got gas in the tank cash in the bank"
"downtown","Macklemore & Ryan Lewis","ball","144","0","138","1","first","other","^ball","2016","1","1","Tip-toeing in the street like ballet","Tip-toeing through the streets like Dally"
"downtown","Macklemore & Ryan Lewis","body","144","0","138","1","first","sexual","^body$","2016","1","1","Killing the game, 'bout to catch a body","Nope"
"downtown","Macklemore & Ryan Lewis","bullet","144","0","138","1","first","violence","^bullet","2016","1","1","Stone washed, so raw, moped like a bullet, oh, yee-ow","It's me, the K the I-D the Z"
"downtown","Macklemore & Ryan Lewis","dope","144","1","138","3","first","alcohol & drugs","^dope","2016","1","1","Dope, my crew is ill, and all we need is two good wheels","Dope"
"downtown","Macklemore & Ryan Lewis","shit","144","0","138","1","first","profanity","^shit","2016","1","1","There's layers to this shit, player, tiramisu, tiramisu","There's layers to this like tiramisu tiramisu"
"downtown","Macklemore & Ryan Lewis","damn","144","0","138","3","first","profanity","^damn","2016","1","1","Cause I'm too damn quick, I'm too damn slick","I mean water ski ollie ollie oxen free"
"downtown","Macklemore & Ryan Lewis","pimp","144","0","138","1","first","sexual","^pimp","2016","1","1","Sounding like a French pimp from back in the day","Well hello how you doing my moped is free"
"downtown","Macklemore & Ryan Lewis","fuck","144","0","138","3","first","profanity","fuck","2016","1","1","I went to the moped store, said ""Fuck it""","I went to the moped store and said what if"
"downtown","Macklemore & Ryan Lewis","god","144","0","138","1","first","other","^god","2016","1","1","Goddamn, man, everybody got Bugattis","Downtown, downtown"
"downtown","Macklemore & Ryan Lewis","hell","144","0","138","2","first","profanity","^hell$","2016","1","1","Eight hundred cash, that's a hell of a deal","Banana seat a canopy on two wheels"
"downtown","Macklemore & Ryan Lewis","hella","144","0","138","2","first","profanity","^hella$","2016","1","1","But I'ma keep it hella 1987","She has her arms around your waist"
"downtown","Macklemore & Ryan Lewis","kill","144","0","138","1","first","violence","^kill","2016","1","1","Killing the game, 'bout to catch a body","Nope"
"downtown","Macklemore & Ryan Lewis","man","144","1","138","2","first","identity","^man$","2016","1","1","Fuck a bus pass, you got a moped, man","Better follow me towards"
"downtown","Macklemore & Ryan Lewis","scrotum","144","0","138","1","first","sexual","^scrotum","2016","1","1","I'm so low that my scrotum's almost dragging up on the concrete","Of the leather seat under your legs"
"drag me down","One Direction","man","146","1","139","2","first","identity","^man$","2016","1","1","The shell of a man who could never be his best","The shell of a guy who could never be his best"
"drive by","Train","hell","NA","0","140","2","first","profanity","^hell$","2012","1","1","Oh I was overwhelmed and frankly scared as hell",NA
"dynamite","Taio Cruz","fuck","147","0","141","1","first","profanity","fuck","2011","1","1","Just what the fuck, came here to do, do, do, do (Yeah)","Just what the floor came here to do, do, do, do"
"easier","5 Seconds of Summer","damn","NA","0","142","5","first","profanity","^damn","2019","1","1","'Cause you're so damn beautiful",NA
"eastside","​benny blanco, Halsey & Khalid","kiss","148","0","598","1","first","sexual","^kiss","2019","1","1","Used to kiss underneath the light on the back of the bus (Yeah)","And he didn't believe me when I said you were the one"
"elastic heart","Sia","weapon","149","0","143","1","first","violence","^weapon","2015","1","1","Wanted to fight this war without weapons","But there were so many red flags"
"elastic heart","Sia","skin","149","2","143","3","first","sexual","^skin$","2015","1","1","I've got a thick skin and an elastic heart","I'm like a rubber band until you pull too hard"
"end game","Taylor Swift","dope","150","0","599","1","first","alcohol & drugs","^dope","2018","1","1","You so dope, don't overdose, I’m so stoked, I need a toast","Now well when I was young, we connected"
"end game","Taylor Swift","drink","150","0","599","2","first","alcohol & drugs","^drink","2018","1","1","Drinking on a beach with you all over me","I don't wanna hurt you, I just wanna be"
"end game","Taylor Swift","liquor","150","0","599","1","first","alcohol & drugs","^liquor","2018","1","1","It's like your eyes are liquor, it's like your body is gold",NA
"end game","Taylor Swift","overdose","150","0","599","1","first","alcohol & drugs","^overdose","2018","1","1","You so dope, don't overdose, I’m so stoked, I need a toast","Now well when I was young, we connected"
"end game","Taylor Swift","touch","150","0","599","2","first","sexual","^touch","2018","1","1","I don't wanna touch you, I don't wanna be","With four words on the tip of my tongue, never say it"
"evacuate the dance floor","Cascada","club","151","7","145","12","first","other","^club$","2010","1","1","Come on and evacuate, feel the club is heating up","Feel it under your skin"
"evacuate the dance floor","Cascada","intoxicate","151","0","145","1","first","alcohol & drugs","^intoxicate","2010","1","1","Watch me, I'm intoxicated, take in the show (Ah-ah)","(Everybody in the club!)"
"evacuate the dance floor","Cascada","kill","151","2","145","9","first","violence","^kill","2010","1","1","Steal the night, kill the lights, feel it under your skin","Watch me getting crazy here, out of control"
"evacuate the dance floor","Cascada","overdose","151","0","145","6","first","alcohol & drugs","^overdose","2010","1","1","Wrap it up, you can't stop 'cause it feels like an overdose","I never miss a beat"
"everybody talks","Neon Trees","lips","152","0","146","3","first","sexual","^lips$","2013","1","1","And then she made my lips hurt","I could hear the chit chat"
"everybody talks","Neon Trees","drug","152","0","146","1","first","alcohol & drugs","^drug","2013","1","1","Hey honey you could be my drug","You could be my new prescription"
"everybody talks","Neon Trees","shit","152","0","146","1","first","profanity","^shit","2013","1","1","Oh my, my shit","Everybody talks, everybody talks"
"everybody talks","Neon Trees","overdose","152","0","146","1","first","alcohol & drugs","^overdose","2013","1","1","Too much could be an overdose","All this trash talk make me itching"
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","amen","NA","0","148","1","first","other","^amen","2019","1","1","But don't mind it if it cause offence, we make moves not amends",NA
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","jesus","NA","0","148","1","first","other","^jesus","2019","1","1","Jesus wept, ha, I don't mean it",NA
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","club","NA","0","148","1","first","other","^club$","2019","1","1",NA,NA
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","fuck","NA","0","148","3","first","profanity","fuck","2019","1","1","But I don't give a fuck about the money",NA
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","god","NA","0","148","1","first","other","^god","2019","1","1","You in it for your fifteen minutes, it's quarter past then, goddamn",NA
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","man","NA","0","148","3","first","identity","^man$","2019","1","1",NA,NA
"exit sign (ft. ecca vandal & illy)","Hilltop Hoods","cuttin","NA","0","148","2","first","violence","^cuttin","2019","1","1","That's why I think I'm cuttin' you from my life, no more",NA
"family affair","Mary J. Blige","ass","157","0","150","1","first","profanity","^ass$","2003","1","1","So grab somebody and get your ass on the dance floor","So grab somebody and get yourself on the dance floor (Dance, dance)"
"fancy","Iggy Azalea","champagne","158","0","151","1","first","alcohol & drugs","^champagne$","2015","1","1","Champagne spilling, you should taste that","Better get my money on time, if they not money, decline"
"fancy","Iggy Azalea","bitch","158","0","151","1","first","profanity","^bitch","2015","1","1","You should want a bad bitch like this (Huh?)","I'm so fancy"
"fancy","Iggy Azalea","drunk","158","0","151","1","first","alcohol & drugs","^drunk","2015","1","1","Trash the hotel, let's get drunk on the minibar","Can't you taste this gold"
"fancy","Iggy Azalea","fuck","158","0","151","1","first","profanity","fuck","2015","1","1","Chandelier swinging, we don't give a fuck","That do that, do that, K-I-D-Z"
"fancy","Iggy Azalea","retard","158","0","151","1","first","profanity","^retard","2015","1","1","That my flow retarded, each beat dear, departed","Be that K-I-D-Z, put my name in bold"
"fancy","Iggy Azalea","liquor","158","0","151","1","first","alcohol & drugs","^liquor","2015","1","1","Taking all the liquor straight, never chase that (Never)","Can't stand no haters and honest, the truth is"
"fancy","Iggy Azalea","gun","158","0","151","1","first","violence","^gun$","2015","1","1","Slayin' these hoes, gold trigger on the gun like",NA
"fancy","Iggy Azalea","high","158","0","151","1","first","alcohol & drugs","^high$","2015","1","1","High heels, something worth a half a ticket on my wrist (On my wrist)","I said baby, I do this, I thought that, you knew this"
"fancy","Iggy Azalea","slay","158","0","151","1","first","violence","^slay","2015","1","1","Slayin' these hoes, gold trigger on the gun like",NA
"fancy","Iggy Azalea","trigger","158","0","151","1","first","violence","^trigger","2015","1","1","Slayin' these hoes, gold trigger on the gun like",NA
"fancy","Iggy Azalea","touch","158","0","151","2","first","sexual","^touch","2015","1","1","Classic, expensive, you don't get to touch, ow!","(Blow…)"
"far away","Nickelback","hell","159","0","152","1","first","profanity","^hell$","2007","1","1","All of Hell to hold your hand","'Cause you know"
"feel good inc. (ft. de la soul)","Gorillaz","kill","NA","0","158","1","first","violence","^kill","2006","1","1","With yo sound, you kill the Inc. ",NA
"feel good inc. (ft. de la soul)","Gorillaz","ass","NA","0","158","1","first","profanity","^ass$","2006","1","1","Linin' 'em up like ass cracks",NA
"feel good inc. (ft. de la soul)","Gorillaz","damn","NA","0","158","1","first","profanity","^damn","2006","1","1","You won't get undercounted 'cause you're damned and free",NA
"feel good inc. (ft. de la soul)","Gorillaz","fight","NA","0","158","1","first","violence","^fight","2006","1","1","Gon' bite the dust, can't fight with us",NA
"feel good inc. (ft. de la soul)","Gorillaz","sleep","NA","0","158","1","first","sexual","^sleep","2006","1","1","My dreams, they come a kissin' 'cause I don't get sleep, no",NA
"feel good inc. (ft. de la soul)","Gorillaz","shit","NA","0","158","1","first","profanity","^shit","2006","1","1","Shit, I'm steppin' in hotter this year (Yeah)",NA
"feel good inc. (ft. de la soul)","Gorillaz","kiss","NA","0","158","1","first","sexual","^kiss","2006","1","1","My dreams, they come a kissin' 'cause I don't get sleep, no",NA
"feel this moment","Pitbull","christian","164","0","155","1","first","other","^christian","2013","1","1","Christian Gris, nice to meet ya","Only difference is I own it"
"feels","Calvin Harris","bed","161","0","156","1","first","sexual","^bed$","2017","1","1",NA,NA
"feels","Calvin Harris","pills","161","0","156","4","first","alcohol & drugs","^pills$","2017","1","1","I know you ain't afraid to pop pills (Hey)","I know you ain't afraid to like this (Hey)"
"feels","Calvin Harris","cut","161","0","156","1","first","violence","^cut$","2017","1","1","I cut off all my exes for your x and o's",NA
"feels","Calvin Harris","god","161","0","156","1","first","other","^god","2017","1","1","Goddamn, I know you love to make an entrance","Don't be afraid to catch feels"
"finesse","Bruno Mars","grind","166","0","602","1","first","sexual","^grind","2018","1","1","'Cause I love the way it feels when we grind","Shut the thing down on sight"
"finesse","Bruno Mars","shit","166","0","602","2","first","profanity","^shit","2018","1","1","Shut that shit down on sight","Oh yeah, we drippin' in finesse and getting paid, ow"
"fire burning","Sean Kingston","body","167","0","160","1","first","sexual","^body$","2009","1","1","That body is a masterpiece","She get it, pop it, lock it, drop it, that birthday cake"
"fire burning","Sean Kingston","legs","167","0","160","1","first","sexual","^legs$","2009","1","1","I'm afraid we'll blow them legs","Shawty is cool like the fire, cool like fire"
"fly","Nicki Minaj","blood","172","0","166","1","first","violence","^blood","2001","1","1","A sea full of sharks and they all smell blood","Put your arms around me, baby"
"fly","Nicki Minaj","fight","172","0","166","4","first","violence","^fight","2001","1","1","I came to win, to fight","All around the world, statues crumble for me"
"fly","Nicki Minaj","guns","172","0","166","1","first","violence","^guns$","2001","1","1","They got they guns out aimin' at me","We'll find out I'm told, my mother, she told me so"
"fly","Nicki Minaj","pray","172","0","166","1","first","other","^pray","2001","1","1","Prayin', but I think I'm still an angel away","Dance a little stranger show me, where you've been?"
"fly","Nicki Minaj","fuck","172","0","166","1","first","profanity","fuck","2001","1","1","And I ain't got no muthafuckin' time to spare",NA
"for you i will (confidence)","Teddy Geiger","waterbed","177","0","604","1","first","sexual","^waterbed$","2006","1","1",NA,NA
"forever","Chris Brown","high","174","0","168","1","first","alcohol & drugs","^high$","2009","1","1","It's a long way down, we so high off the ground","And I won't let you fall girl, let you fall girl"
"fourfiveseconds","Rihanna, Kanye West & Paul McCartney","drunk","NA","0","170","1","first","alcohol & drugs","^drunk","2015","1","1","I might get a little drunk",NA
"friends","Marshmello & Anne-Marie","fight","178","2","605","3","first","violence","^fight","2018","1","1","You really ain't going away without a fight","You really ain't going away without a fight"
"friends","Marshmello & Anne-Marie","shit","178","0","605","3","first","profanity","^shit","2018","1","1","Don't mess it up, talking that shit","Don't mess it up, talking like this"
"fuckin' perfect","P!nk","demon","NA","0","376","1","first","other","^demon","2011","1","1","Chased down all my demons, I've seen you do the same, oh",NA
"fuckin' perfect","P!nk","blood","NA","0","376","1","first","violence","^blood","2011","1","1","Dug my way out, blood and fire",NA
"fuckin' perfect","P!nk","drink","NA","0","376","1","first","alcohol & drugs","^drink","2011","1","1","The only thing I should be drinking is an ice-cold beer",NA
"fuckin' perfect","P!nk","fuck","NA","0","376","7","first","profanity","fuck","2011","1","1","Like you're less than fuckin' perfect",NA
"fuckin' perfect","P!nk","beer","NA","0","376","1","first","alcohol & drugs","^beer","2011","1","1","The only thing I should be drinking is an ice-cold beer",NA
"galway girl","Ed Sheeran","bar","NA","0","171","3","first","alcohol & drugs","^bar$","2019","1","1","I met her on Grafton street right outside of the bar",NA
"galway girl","Ed Sheeran","bottle","NA","0","171","1","first","alcohol & drugs","^bottle","2019","1","1","To finish some Doritos and another bottle of wine",NA
"galway girl","Ed Sheeran","cigarette","NA","0","171","1","first","alcohol & drugs","^cigarette","2019","1","1","She shared a cigarette with me while her brother played the guitar",NA
"galway girl","Ed Sheeran","jack","NA","0","171","1","first","alcohol & drugs","^jack$","2019","1","1","She took Jamie as a chaser, Jack for the fun",NA
"galway girl","Ed Sheeran","drink","NA","0","171","2","first","alcohol & drugs","^drink","2019","1","1","Said it was one of my friend's songs, do you want to drink on?",NA
"galway girl","Ed Sheeran","man","NA","0","171","4","first","identity","^man$","2019","1","1","But she fell in love with an English man",NA
"galway girl","Ed Sheeran","neck","NA","0","171","4","first","sexual","^neck$","2019","1","1","Kissed her on the neck and then I took her by the hand",NA
"galway girl","Ed Sheeran","ink","NA","0","171","1","first","other","^ink$","2019","1","1","She asked me what does it mean, the Gaelic ink on your arm?",NA
"galway girl","Ed Sheeran","kiss","NA","0","171","5","first","sexual","^kiss","2019","1","1","Kissed her on the neck and then I took her by the hand",NA
"galway girl","Ed Sheeran","smoke","NA","0","171","1","first","alcohol & drugs","^smoke","2019","1","1","Our coats both smell of smoke, whisky and wine",NA
"galway girl","Ed Sheeran","wine","NA","0","171","2","first","alcohol & drugs","^wine$","2019","1","1","Our coats both smell of smoke, whisky and wine",NA
"gangnam style","PSY","gang","NA","0","172","16","first","violence","^gang","2013","1","1","Oppan gang-namseutayil",NA
"gangnam style","PSY","sex","NA","0","172","12","first","sexual","^sex","2013","1","1","에, sexy lady",NA
"gdfr","Flo Rida","ass","180","0","173","1","first","profanity","^ass$","2015","1","1","Get that ass on the floor",NA
"gdfr","Flo Rida","freak","180","0","173","3","first","sexual","^freak","2015","1","1","If you're a freak, then you comin' home with me","If you can dance then you're dancing here with me"
"gdfr","Flo Rida","blow","180","0","173","1","first","alcohol & drugs","^blow","2015","1","1","My team blowin' on that slam","It's goin' down for real"
"gdfr","Flo Rida","kiss","180","0","173","1","first","sexual","^kiss","2015","1","1","Yo' girl just kissed a girl, I do bi chicks","Your girl just danced the twirl"
"gdfr","Flo Rida","man","180","0","173","1","first","identity","^man$","2015","1","1","We the plus, your man a minus","It's goin' down for real"
"gdfr","Flo Rida","touch","180","0","173","1","first","sexual","^touch","2015","1","1","My touch say it's the Midas","It's goin' down for real"
"get the party started","P!nk","ass","181","0","174","1","first","profanity","^ass$","2002","1","1","I'll be burning rubber, you'll be kissing my ass","I'll be burnin' rubber, you'll be watchin' me pass"
"get the party started","P!nk","kiss","181","0","174","1","first","sexual","^kiss","2002","1","1","I'll be burning rubber, you'll be kissing my ass","I'll be burnin' rubber, you'll be watchin' me pass"
"ghost","Ella Henderson","demon","182","4","175","7","first","other","^demon","2015","1","1","And at most, I'm sleeping all these demons away","And at most I'm sleeping all these demons away"
"ghost","Ella Henderson","pray","182","4","175","7","first","other","^pray","2015","1","1","I keep going to the river to pray","I keep going to the river to pray"
"ghost","Ella Henderson","sleep","182","4","175","7","first","sexual","^sleep","2015","1","1","And at most, I'm sleeping all these demons away","And at most I'm sleeping all these demons away"
"giant","Calvin Harris & Rag’n’Bone Man","pills","NA","0","176","1","first","alcohol & drugs","^pills$","2019","1","1","I saw the pills on the table for your unrequited love",NA
"girl on fire","Alicia Keys","death","186","0","178","1","first","violence","^death$","2013","1","1","Keep reppin' me, do it 'til the death of me",NA
"girl on fire","Alicia Keys","god","186","0","178","7","first","other","^god","2013","1","1","Dear God, If you're here God","Oh, oh, oh, oh oh oh oh oh oh oh oh oh oh"
"girl on fire","Alicia Keys","gun","186","0","178","1","first","violence","^gun$","2013","1","1","And she brought a gun with her, pills and some rum with her","Filled with catastrophe, but she knows she can fly away"
"girl on fire","Alicia Keys","pills","186","0","178","1","first","alcohol & drugs","^pills$","2013","1","1","And she brought a gun with her, pills and some rum with her","Filled with catastrophe, but she knows she can fly away"
"girl on fire","Alicia Keys","rum","186","0","178","1","first","alcohol & drugs","^rum$","2013","1","1","And she brought a gun with her, pills and some rum with her","Filled with catastrophe, but she knows she can fly away"
"girlfriend","*NSYNC","damn","184","0","180","1","first","profanity","^damn","2007","1","1","I've searched around this whole damn place","Hey, hey, you, you, I could be your girlfriend"
"girlfriend","*NSYNC","man","184","0","180","2","first","identity","^man$","2007","1","1","Does the man even know you're alive?","You could do so much better"
"girlfriend","Avril Lavigne","fuck","184","0","179","1","first","profanity","fuck","2007","1","1","And hell yeah, I'm the motherfucking princess","And so yeah, I'm a hey, hey princess"
"girlfriend","Avril Lavigne","damn","184","0","179","1","first","profanity","^damn","2007","1","1","Don't pretend, I think you know I'm damn precious","Don't pretend, I think you know I'm precious"
"girlfriend","Avril Lavigne","hell","184","0","179","3","first","profanity","^hell$","2007","1","1","And hell yeah, I'm the motherfucking princess","And so yeah, I'm a hey, hey princess"
"girls like you","Maroon 5","drunk","188","0","182","1","first","alcohol & drugs","^drunk","2018","1","1","Maybe I know that I'm drunk","'Til sundown when I come through"
"girls like you","Maroon 5","shit","188","0","182","1","first","profanity","^shit","2018","1","1","Maybe you've taken my shit for the last time (yeah)","Oh, 'cause girls like you run 'round with guys like me (Girls like you)"
"glamorous","Fergie","ass","190","0","184","7","first","profanity","^ass$","2007","1","1","If you ain't got no money, take yo' broke ass home, you say it!","If you ain't got no money take your broke self home"
"glamorous","Fergie","champagne","190","0","184","4","first","alcohol & drugs","^champagne$","2007","1","1","Popping champagne","We flyin' first class, livin' the life"
"glamorous","Fergie","dope","190","0","184","1","first","alcohol & drugs","^dope","2007","1","1","When I'd rock on MTV, that'd be really dope",NA
"glamorous","Fergie","fetish","190","0","184","1","first","other","^fetish","2007","1","1","Plus I gotta keep enough lettuce to support your shoe fetish",NA
"glamorous","Fergie","fuck","190","0","184","1","first","profanity","fuck","2007","1","1","Telling me these crazy things that I don't wanna know (Fuck y'all)",NA
"glamorous","Fergie","hell","190","0","184","1","first","profanity","^hell$","2007","1","1","I still go to Taco Bell, drive-thru, raw as hell","By the glamorous, ooh, the flossy, flossy"
"glamorous","Fergie","damn","190","0","184","1","first","profanity","^damn","2007","1","1","Damn, it's been a long road and the industry is cold",NA
"god's plan","Drake","die","191","0","608","1","first","violence","^die$","2018","1","1","I don't wanna die for them to miss me","I don't wanna go for them to miss me"
"god's plan","Drake","god","191","4","608","6","first","other","^god","2018","1","1","God's plan, God's plan","God's plan, God's plan"
"god's plan","Drake","shit","191","0","608","2","first","profanity","^shit","2018","1","1","They gon' tell the story, shit was different with me","They gon' tell the story, that was different with me"
"gold","Kiiara","bodies","192","0","185","2","first","sexual","^bodies$","2017","1","1","Bodies on the pavement","Without ever letting you know"
"good  old days","Macklemore","drink","196","0","609","1","first","alcohol & drugs","^drink","2018","1","1","Wish I didn't drink all of that flask first","Wish I didn't think all of that stuff first"
"good  old days","Macklemore","bottle","196","0","609","1","first","alcohol & drugs","^bottle","2018","1","1","Wish I put the bottle back on that shelf","Wish I put those things back on that shelf"
