"kbID","song","kb_song_name","og_idx"
"237",NA,"i cry",228
"237","better","i cry",228
"237","down its","i cry",228
"238","fall asleep with","i'd do anything",242
"238","dropping","i'd do anything",242
"238","now","i'd do anything",242
"238","here","i'd do anything",242
"238","yeah","i'd do anything",242
"238","na na","i'd do anything",242
"238","you","i'd do anything",242
"239","hell yeah","i don't care",229
"239","as","i don't care",229
"239","read","i don't care",229
"239","kiss em","i don't care",229
"239","oh","i don't care",229
"239","hate","i don't care",229
"24","this a number","american boy",27
"24","yeah estelle we bout","american boy",27
"24","just","american boy",27
"24","me","american boy",27
"24","now","american boy",27
"24","you","american boy",27
"24","5foot7 guy","american boy",27
"24","speakin","american boy",27
"24","peakin","american boy",27
"24","might whats underneath and","american boy",27
"24","and yorks wide awake","american boy",27
"24","bredrin","american boy",27
"24","liking boy la eya will boy","american boy",27
"24","café","american boy",27
"24","loving","american boy",27
"24","walking","american boy",27
"24","em wagwan blud! killing uk everybody going say you
k! reluctantly because most of press fuck estelle once said me cool
down
act
fool
now
now always oww oww nothing crazy know what thinking ribena youre drinking rap singer chain blinger holler at next chick soon as blinking persona about americana rhymer am shallow ‘cause designer uh smart bloke before speak suit bespoke thought was cute look pea coat broke into lyrics feel spirit still caaash cause lot wags hear feeling mike baddest pips their gladdest so hell rubbish","american boy",27
"24","mine ooh trip chicago san francisco bay see la la ooh ooh","american boy",27
"240","it hurts ","i don't like it, i love it",619
"240","words","i don't like it, i love it",619
"240","no","i don't like it, i love it",619
"240","comma","i don't like it, i love it",619
"240","anaconda trukfit","i don't like it, i love it",619
"240","ima hit til jackpot thats","i don't like it, i love it",619
"240","and","i don't like it, i love it",619
"240","groove","i don't like it, i love it",619
"240","girls","i don't like it, i love it",619
"240","metro condo","i don't like it, i love it",619
"240","rufio","i don't like it, i love it",619
"240","bass booty","i don't like it, i love it",619
"240","touché","i don't like it, i love it",619
"241","going","i don‚äôt wanna be in love",620
"241","taking","i don‚äôt wanna be in love",620
"241","looking","i don‚äôt wanna be in love",620
"241","up;","i don‚äôt wanna be in love",620
"241","tripping","i don‚äôt wanna be in love",620
"241","moving","i don‚äôt wanna be in love",620
"241","using losing","i don‚äôt wanna be in love",620
"241","say: i
+say
+i
+wanna
 be
 in
 love
i
love","i don‚äôt wanna be in love",620
"241","now youve","i don‚äôt wanna be in love",620
"241","feeling","i don‚äôt wanna be in love",620
"241","giving","i don‚äôt wanna be in love",620
"241","working","i don‚äôt wanna be in love",620
"241","mentioned","i don‚äôt wanna be in love",620
"241","coming","i don‚äôt wanna be in love",620
"241","trying her;","i don‚äôt wanna be in love",620
"241","her you","i don‚äôt wanna be in love",620
"241","we","i don‚äôt wanna be in love",620
"241","up","i don‚äôt wanna be in love",620
"241","doing","i don‚äôt wanna be in love",620
"241","come on","i don‚äôt wanna be in love",620
"242",NA,"i don't wanna live forever",230
"242","oh but","i don't wanna live forever",230
"242","fit","i don't wanna live forever",230
"242","bullet or","i don't wanna live forever",230
"242","fit babe wherever","i don't wanna live forever",230
"242","sad","i don't wanna live forever",230
"242","see around empty faces","i don't wanna live forever",230
"242","em","i don't wanna live forever",230
"243","from","if everyone cared",250
"243","amen im","if everyone cared",250
"243","im alive singing","if everyone cared",250
"243","then","if everyone cared",250
"243","i","if everyone cared",250
"243",NA,"if everyone cared",250
"243",NA,"if everyone cared",250
"244",NA,"if i ain't got you",251
"244","but","if i ain't got you",251
"244","them","if i ain't got you",251
"244","baby oh ooh","if i ain't got you",251
"245","drink","if i can't have you",252
"245","thinkin","if i can't have you",252
"245","it too late","if i can't have you",252
"245","tell","if i can't have you",252
"245",NA,"if i can't have you",252
"245",NA,"if i can't have you",252
"245","thinking","if i can't have you",252
"245","no cant you","if i can't have you",252
"246","then","if i were a boy",253
"246","drink beer","if i were a boy",253
"246","theyd","if i were a boy",253
"246","taken","if i were a boy",253
"246","would turn off my phone tell everyone","if i were a boy",253
"246","broken so that was sleepin alone put myself first make rules as shed faithful waitin come home wanted granted","if i were a boy",253
"246","understand oh","if i were a boy",253
"246","youll","if i were a boy",253
"246","youve have boy","if i were a boy",253
"247","what if what if","if today was your last day",254
"247","last","if today was your last day",254
"247","have if","if today was your last day",254
"247","prize","if today was your last day",254
"247","youll","if today was your last day",254
"247","it","if today was your last day",254
"247","youre dreamin","if today was your last day",254
"247","that love","if today was your last day",254
"247","takes","if today was your last day",254
"247","nothin","if today was your last day",254
"247","way","if today was your last day",254
"248","got a feelin","i gotta feeling",232
"248","woohooh fee","i gotta feeling",232
"248","oh
god!","i gotta feeling",232
"248","sofa kick","i gotta feeling",232
"248","get","i gotta feeling",232
"248","out","i gotta feeling",232
"248","losin","i gotta feeling",232
"248","tov","i gotta feeling",232
"248","take","i gotta feeling",232
"248","down","i gotta feeling",232
"248","my pay","i gotta feeling",232
"248",NA,"i gotta feeling",232
"249","fifth","i hate this part",233
"249","our","i hate this part",233
"249",NA,"i hate this part",233
"249","before","i hate this part",233
"249",NA,"i hate this part",233
"249","cant this its fingers goodbye now oh these","i hate this part",233
"25","ooh ooh","am i wrong",26
"25","thinkin","am i wrong",26
"25","sayin","am i wrong",26
"25","tryin","am i wrong",26
"25","doin","am i wrong",26
"25","","am i wrong",26
"25",NA,"am i wrong",26
"25","ooh ooh trying see see","am i wrong",26
"25","trippin","am i wrong",26
"25","prediction","am i wrong",26
"25","walk","am i wrong",26
"25","feel oh","am i wrong",26
"25","oh","am i wrong",26
"25","","am i wrong",26
"250","hard","i knew you were trouble",234
"250","ohoh","i knew you were trouble",234
"250","pretend","i knew you were trouble",234
"250","gone","i knew you were trouble",234
"250","hey! oh yeah","i knew you were trouble",234
"250","yeah! never been knew it","i knew you were trouble",234
"250","ooh","i knew you were trouble",234
"251","bitch","i like it",235
"251","signin","i like it",235
"251","chaching","i like it",235
"251","what","i like it",235
"251","niggas","i like it",235
"251","cardi bardi","i like it",235
"251","body","i like it",235
"251","mami","i like it",235
"251","big dipper","i like it",235
"251","bitches","i like it",235
"251",NA,"i like it",235
"251","b","i like it",235
"251","shit","i like it",235
"251","woo facts","i like it",235
"251","chain chain","i like it",235
"251","gang gang like—woo","i like it",235
"251","and blow brains woo woo","i like it",235
"251","yeah bags it","i like it",235
"251","like—; uh","i like it",235
"251","close curtains that","i like it",235
"251","bad make nervous chambean pero no jalan ¡jalan! tú compras toa las jordan bobo mí regalan jeje spend club have bank ¡wuh; ¡yeh! is new religion bang latino ¡yeh! trato de hacer dieta es que en el closet tengo mucha grasa ¡yeh!; ¡wuh! ya mudé la gucci pa dentro casa yeh ¡wuh! cabrón ti te conocen ni plaza no diablo llama jesucristo abraza amén guerrero como eddie viva la raza gustan boricuas cubanas gusta acento colombianas ¿qué hubo pues mueve culo dominicana lo que rico chingan venezolanas andamos activos perico pin wuh billetes cien maletín ¡ching! retumbe bajo bobby valentín ¡buh! aquí prohibido amar diles charytín pal picor les claritín yo llego disco y se forma motín ¡rrrah! bunny bebé bebé yeh like—","i like it",235
"251","celia cruz azúcar azúca tu jeva vio fue pecho jimmy snuka ah vamos tumbar peluca arranca carajo voa pasar hookah hookah hookah mis tenis balenciaga reciben entrada papapaparazzi lady gaga hagas eh cover billboard has visto mi cara salgo mente donde quieras viajes escuchado mi
gente soy hype testarossa hype; rossa vive también goza goza goza cosa mami cosa cosa cosa mira sufre toca goza","i like it",235
"252","drunk midnight","i like me better",236
"252","damn","i like me better",236
"252","when","i like me better",236
"252","waking up this bed","i like me better",236
"252","yeah","i like me better",236
"252","we lay","i like me better",236
"252","talking","i like me better",236
"252","lay","i like me better",236
"253","its","i lived",237
"253","yeah","i lived",237
"253","oh","i lived",237
"253","whoa","i lived",237
"254","crashed my","i love it",238
"254","into","i love it",238
"254","burn","i love it",238
"254","your shit","i love it",238
"254","care!","i love it",238
"254","so damn","i love it",238
"254","kill","i love it",238
"254","90s bitch","i love it",238
"255","and","i'm a believer",243
"255","of","i'm a believer",243
"255","given","i'm a believer",243
"255","trying","i'm a believer",243
"255","wanted","i'm a believer",243
"255","sunshine yeah","i'm a believer",243
"256","ahh","i'm gonna getcha good!",244
"256","mmm","i'm gonna getcha good!",244
"256","yeah uhh","i'm gonna getcha good!",244
"256","i am","i'm gonna getcha good!",244
"256","and","i'm gonna getcha good!",244
"256","some land","i'm gonna getcha good!",244
"256","im getcha","i'm gonna getcha good!",244
"256","yeah betcha","i'm gonna getcha good!",244
"256","time","i'm gonna getcha good!",244
"256","good! yeah ahh hoo","i'm gonna getcha good!",244
"256","heres be ah you","i'm gonna getcha good!",244
"256","uhuhuh oh","i'm gonna getcha good!",244
"256","good","i'm gonna getcha good!",244
"257","me","i'm not the only one",621
"257","but","i'm not the only one",621
"257","proofs in","i'm not the only one",621
"257","months on end ive had my doubts denying every tear wish this would be over now know that still need here","i'm not the only one",621
"257","cause","i'm not the only one",621
"257","unobtainable even though lord knows kept mine","i'm not the only one",621
"257","am","i'm not the only one",621
"257","realise","i'm not the only one",621
"257","by lying tearing us up know","i'm not the only one",621
"258","murder inc whats my motherfuckin name! rule blowin back","i'm real",245
"258","this mary jane im analyzed in","i'm real",245
"258","game","i'm real",245
"258","done chose","i'm real",245
"258","to bring pain pussy niggas & hoes theyre one same ever since you told theres only room for two","i'm real",245
"258","makin less now god can hold hug me love judge man","i'm real",245
"258","hovers above holla i met so many men its like all appetite loving","i'm real",245
"258","hunger when feeling sexy whos gonna comfort me problem their insecurity tired of being alone yeah yeah sick arguing phone are telling","i'm real",245
"258","friends nigga dont understand","i'm real",245
"258","cause real","i'm real",245
"258","walk move talk stare look style","i'm real",245
"258","smile smell it drives wild cant go without girl thinkin bout relationship wanna know as good gets weve through worst times best but was our time even if parttime they lookin at smilin laughin we wasnt happy not knowin were growin gettin married hard lovin straight thuggin bitch aint doin shit nothing here get poppin hop in lets ride up benz wind sun glistenin","i'm real",245
"258","skin hey nasty heh still fuck with baby people hating treating ungratefully knowing making or breaking life live limit breathe again baby again screaming what deal","i'm real",245
"258","mind biz hear though could","i'm real",245
"259","whoa","i'm so tired...",246
"259","falling","i'm so tired...",246
"259","taking","i'm so tired...",246
"259","shot","i'm so tired...",246
"259","it","i'm so tired...",246
"259","make","i'm so tired...",246
"259","killing lonely nights with strangers","i'm so tired...",246
"259","song","i'm so tired...",246
"259","buzz cut","i'm so tired...",246
"259","yeah","i'm so tired...",246
"26","has","a moment like this",11
"26","be dreamin till","a moment like this",11
"26","the","a moment like this",11
"26","all","a moment like this",11
"26","fall","a moment like this",11
"26","moment a like","a moment like this",11
"260","we","i'm the one",622
"260","best music another one! dj khaled","i'm the one",622
"260","im one","i'm the one",622
"260","wanna ride","i'm the one",622
"260","quavo! that hit same spot hit it she bring them rain drops rain drops go back remember crisscross hopscotch hopscotch hold me down when blocks hot hot i make your dreams come true wake up dream looks just without makeup had to pull on mama what made mama aint gotta worry bout em commas cause my cake can inside life from fame bus skrrt promise step out youll be famous yeah modern day bonnie clyde they named us why up—brtbrt!—all angles okay though uh beat her face with new chanel like price ice it coochie melt met club asked who felt then went put booty gucci belt got label say want bottles table bed frame tables watchin netflix cable plug plug","i'm the one",622
"260","a nigga hair door baby thats me bitch okay","i'm the one",622
"260","fuckin body","i'm the one",622
"260","god","i'm the one",622
"260","high","i'm the one",622
"260","molly zombie think","i'm the one",622
"260","its","i'm the one",622
"260","whitney bobby","i'm the one",622
"260","tunechi f finessin","i'm the one",622
"260","essence","i'm the one",622
"260","boy","i'm the one",622
"260","mula gang","i'm the one",622
"260","god another one","i'm the one",622
"261",NA,"i'm yours",248
"261","gonna","i'm yours",248
"261","me","i'm yours",248
"261","hmm hey hey","i'm yours",248
"261","and damn","i'm yours",248
"261","godforsaken","i'm yours",248
"261","ado you","i'm yours",248
"261","do want","i'm yours",248
"261","on","i'm yours",248
"261","will nibble","i'm yours",248
"261","asoo da ba bum whoa oh whoa uhhuh","i'm yours",248
"261","in","i'm yours",248
"261","i hesitate no more more it wait sky im no","i'm yours",248
"261","need oh now for reggae time cause","i'm yours",248
"261","short this fate fate yours ha! brr mmm bo day na ch doo doo ohoh ohohohoh whoaohohoh baby believe yours best believe","i'm yours",248
"262","high","i need your love",239
"262","love","i need your love",239
"262","every","i need your love",239
"262","youre","i need your love",239
"262",NA,"i need your love",239
"262","me","i need your love",239
"262","now","i need your love",239
"262","you","i need your love",239
"262","were","i need your love",239
"262","closing","i need your love",239
"263","bathroom","in my blood",255
"263","take","in my blood",255
"263","drink","in my blood",255
"263","no medicine","in my blood",255
"263","out","in my blood",255
"264","trap trapmoneybenny this shit got me in my feelings","in my feelings",256
"264","you","in my feelings",256
"264","riding","in my feelings",256
"264","i","in my feelings",256
"264","kb","in my feelings",256
"264","kill","in my feelings",256
"264","toppin","in my feelings",256
"264","it","in my feelings",256
"264","buy champagne but henny","in my feelings",256
"264","two bad bitches","in my feelings",256
"264","kissin","in my feelings",256
"264","kissinkissin","in my feelings",256
"264","kisskissin","in my feelings",256
"264","show him how neck work fuck netflix chill—whats netnetnet worth yeah","in my feelings",256
"264","biggy blake","in my feelings",256
"264","a","in my feelings",256
"264","nigga trade!","in my feelings",256
"264","i– skate smoke rap","in my feelings",256
"264","bring ass ass back! bbring shawty she cant hit shawty ima miss clap youre only clapclap ass! clapclapclap lets go go! yup blaqnmild genius diggin even care photo drake because instagram weak as just being real shit look–","in my feelings",256
"265","mmm","irreplaceable",260
"265","yes","irreplaceable",260
"265","dont touch and","irreplaceable",260
"265","talking","irreplaceable",260
"265","and","irreplaceable",260
"265","so remove","irreplaceable",260
"265","a","irreplaceable",260
"265","tellin me","irreplaceable",260
"265","talkin","irreplaceable",260
"265","man","irreplaceable",260
"265","about","irreplaceable",260
"265","go","irreplaceable",260
"265","chick","irreplaceable",260
"265","cause","irreplaceable",260
"265","around","irreplaceable",260
"265","will irreplaceable","irreplaceable",260
"265","i tear","irreplaceable",260
"265","baby pack bags you me were finished made bed now lay it","irreplaceable",260
"266","down high","issues",261
"266","baby","issues",261
"266","love","issues",261
"266","leave","issues",261
"266","but","issues",261
"266","yeah","issues",261
"266","shit","issues",261
"266","things","issues",261
"266","issues too","issues",261
"267","we","it ain't me",262
"267","sipping whiskey neat","it ain't me",262
"267","high","it ain't me",262
"267","you","it ain't me",262
"267","out all","it ain't me",262
"267","goin","it ain't me",262
"267","rock","it ain't me",262
"267","drive drunk","it ain't me",262
"267","it","it ain't me",262
"267","me bowery neat grateful im so grateful back","it ain't me",262
"267","take with","it ain't me",262
"267","me","it ain't me",262
"268","strangle","it ends tonight",263
"268","can","it ends tonight",263
"268","such disdain","it ends tonight",263
"268","first","it ends tonight",263
"269","oh yeah i","it girl",264
"269","maniac","it girl",264
"269",NA,"it girl",264
"269","you","it girl",264
"269","girl","it girl",264
"269","shit loving could crime","it girl",264
"269","it give 25","it girl",264
"269","rock","it girl",264
"269","youre","it girl",264
"269","hit","it girl",264
"269","loud","it girl",264
"269","turn heads knocking em","it girl",264
"269","get your body","it girl",264
"269","done","it girl",264
"269","drunk","it girl",264
"269","ima on hey hey yeah oh","it girl",264
"269","with","it girl",264
"269","girl ooh woo woo give life baby ima like baby like hear sing everybody crowd singing","it girl",264
"27","being","angel",28
"27","is cry","angel",28
"27","theres","angel",28
"27","that","angel",28
"27","so","angel",28
"27",NA,"angel",28
"27","now cause","angel",28
"27","ooohhhh","angel",28
"270","its gonna be me oh yeah","it's gonna be me",266
"270",NA,"it's gonna be me",266
"270",NA,"it's gonna be me",266
"270","what","it's gonna be me",266
"270","finally","it's gonna be me",266
"271",NA,"it's not my time",268
"271","lovin","it's not my time",268
"271","breathe","it's not my time",268
"271","ill","it's not my time",268
"271","not my","it's not my time",268
"271","i","it's not my time",268
"271",NA,"it's not my time",268
"271","time","it's not my time",268
"271","friend","it's not my time",268
"271","its","it's not my time",268
"271","will wont","it's not my time",268
"271","there believe","it's not my time",268
"272","youve taken","it's not over",269
"272","deal with that","it's not over",269
"272","but","it's not over",269
"272","well blow away","it's not over",269
"272","do","it's not over",269
"272","lets start over","it's not over",269
"272","dead","it's not over",269
"272","killing me youre","it's not over",269
"272","ive","it's not over",269
"272","were","it's not over",269
"272","on","it's not over",269
"272","misunderstood","it's not over",269
"272","yeah","it's not over",269
"273",NA,"it will rain",265
"273","ooh","it will rain",265
"273","yeah","it will rain",265
"273","mine say dont","it will rain",265
"273","right","it will rain",265
"274","yeah","i want it that way",240
"274","nothing","i want it that way",240
"274","were falling","i want it that way",240
"274","you","i want it that way",240
"274","are dont wanna nothin","i want it that way",240
"274","oh yeah","i want it that way",240
"275","want","jealous",270
"275","puffing","jealous",270
"275","obsessed","jealous",270
"275","hellish","jealous",270
"275","jealous","jealous",270
"275","sexy","jealous",270
"275","wants a taste","jealous",270
"275","girl passive","jealous",270
"275","its jealous","jealous",270
"275","invited say","jealous",270
"275","for you","jealous",270
"275","yeah","jealous",270
"275","turning beautiful","jealous",270
"275","jealous jealous jealous","jealous",270
"276","children grow and women producing men go working some stealing everyones got to make a living bx uh south side bronx","jenny from the block",623
"276",NA,"jenny from the block",623
"276","from bronx","jenny from the block",623
"276","stay","jenny from the block",623
"276","ya im real even","jenny from the block",623
"276","nothing","jenny from the block",623
"276","you","jenny from the block",623
"276","oh","jenny from the block",623
"276","rocking","jenny from the block",623
"276","put god first","jenny from the block",623
"276","yeah south oh bronx fffflip boricua happened ah boricuas","jenny from the block",623
"276","hey alright bring back dont","jenny from the block",623
"277","snowin blowin","jingle bell rock",624
"277","dancin prancin","jingle bell rock",624
"277","glidin","jingle bell rock",624
"277","jinglin","jingle bell rock",624
"278","uhh uhh","just a dream",625
"278","bout","just a dream",625
"278","gon","just a dream",625
"278","opened","just a dream",625
"278","travel","just a dream",625
"278","found her","just a dream",625
"278","love of life shorty","just a dream",625
"278","tight","just a dream",625
"278","on","just a dream",625
"278","","just a dream",625
"278","woman oh","just a dream",625
"278","about","just a dream",625
"278","time","just a dream",625
"278","missing","just a dream",625
"278","your","just a dream",625
"278","heyyy said","just a dream",625
"279","you ready for me","just a friend 2002",272
"279","your","just a friend 2002",272
"279",NA,"just a friend 2002",272
"279",NA,"just a friend 2002",272
"279","cause","just a friend 2002",272
"279","cause","just a friend 2002",272
"279",NA,"just a friend 2002",272
"279","dipped","just a friend 2002",272
"279","know","just a friend 2002",272
"279","with","just a friend 2002",272
"279","girl but","just a friend 2002",272
"279","feeling","just a friend 2002",272
"279","help understand","just a friend 2002",272
"28","you","angel of mine",29
"28","looking","angel of mine",29
"28",NA,"angel of mine",29
"28","checking","angel of mine",29
"28","inside","angel of mine",29
"28","time","angel of mine",29
"28","boy","angel of mine",29
"280","victim","just give me a reason",273
"280","touch","just give me a reason",273
"280","in sleep oh oh","just give me a reason",273
"280","to","just give me a reason",273
"280","","just give me a reason",273
"280",NA,"just give me a reason",273
"280","everything","just give me a reason",273
"280","bits were ive","just give me a reason",273
"280","youre","just give me a reason",273
"280","broken","just give me a reason",273
"281","i","just like fire",275
"281","am runnin","just like fire",275
"281","im wishin","just like fire",275
"281","tryin to","just like fire",275
"281","on walkin","just like fire",275
"281","give","just like fire",275
"281","away","just like fire",275
"281","came here run it","just like fire",275
"281","burnin up the way","just like fire",275
"281","could","just like fire",275
"281","can","just like fire",275
"281","","just like fire",275
"281","flyin","just like fire",275
"281","imma","just like fire",275
"281","anyway","just like fire",275
"281",NA,"just like fire",275
"281","bout","just like fire",275
"281","look","just like fire",275
"281","yall think but been here impossible please watch with ease","just like fire",275
"281","uh","just like fire",275
"281","whats girl","just like fire",275
"281","hey mmmm","just like fire",275
"282","doing","just the girl",626
"282","of","just the girl",626
"282","100 proof","just the girl",626
"282","do","just the girl",626
"282","when sees","just the girl",626
"282","shed","just the girl",626
"282","ever","just the girl",626
"282","is","just the girl",626
"282",NA,"just the girl",626
"283","shinin","just the way you are",627
"283","that","just the way you are",627
"283","me do
okay","just the way you are",627
"283","while cause","just the way you are",627
"283","beautiful oh","just the way you are",627
"283","okay","just the way you are",627
"283","yeah","just the way you are",627
"284","your","karma",276
"284","but","karma",276
"284","you","karma",276
"284","saying","karma",276
"284","dream","karma",276
"284","youre","karma",276
"284","say","karma",276
"284","around","karma",276
"284","crying","karma",276
"284","three","karma",276
"284","morn","karma",276
"284","home","karma",276
"284","me","karma",276
"284","through","karma",276
"284","part ayy","karma",276
"284","hey","karma",276
"284","waiting morn","karma",276
"284","going","karma",276
"284","was","karma",276
"284","deceived","karma",276
"284","boo","karma",276
"284","tryin","karma",276
"285","me","kiss me",277
"286","uh not again oh this aint supposed to happen me","knocks you down",628
"286","rocking","knocks you down",628
"286","knocking","knocks you down",628
"286","louboutind","knocks you down",628
"286","hate","knocks you down",628
"286","serving","knocks you down",628
"286","gonna","knocks you down",628
"286","be in love like when look at you my mind goes trip then came knocked face feels im race but already won first place","knocks you down",628
"286","as did yeah","knocks you down",628
"286","thinking","knocks you down",628
"286","yeah","knocks you down",628
"286","morning","knocks you down",628
"286","down","knocks you down",628
"286","comes","knocks you down",628
"286","around around it","knocks you down",628
"286","up","knocks you down",628
"286","mmh yall
+all
 go
 ahead
 think
+im
+gonna
 kick
 with
+my
 girl
today kick","knocks you down",628
"286","pimp shit flying high flying","knocks you down",628
"286","oh sky hey","knocks you down",628
"286","damn","knocks you down",628
"286","miss independent fullest oh load too much she helping pull bullet ended life swear died tonight girl love hey ooh down hey whoa yeah","knocks you down",628
"286","now","knocks you down",628
"286","dream seem","knocks you down",628
"286","laughing","knocks you down",628
"286","please mess trick hey young world new slick rick","knocks you down",628
"286","goddess ask someone thats average advice omg listen that bitch woe is me tragic had it magic flying bad real michael jackson mad joe should leave boyfriend gon him gotta take happy sad bring better future than wanna same mistakes whoa whoa mmh","knocks you down",628
"286","act","knocks you down",628
"286","fall until comes get when eh eh oh oh knows wont coming happens eh uh huh youre feel no ooh tell now","knocks you down",628
"287","well","kryptonite",278
"287","theres","kryptonite",278
"287","there holding","kryptonite",278
"287","kryptonite","kryptonite",278
"288","never","latch",279
"288","boundaries","latch",279
"288","think","latch",279
"288","im","latch",279
"288","touch enamoured","latch",279
"288","give","latch",279
"288","go","latch",279
"289","was care for","lean on",280
"289","but","lean on",280
"289","bold and","lean on",280
"289","fire gun","lean on",280
"289","we on on on hey hey","lean on",280
"29","him he had","a nightmare on my street",573
"29","hell!","a nightmare on my street",573
"29","after","a nightmare on my street",573
"29","fred!","a nightmare on my street",573
"29","anyway! gone when","a nightmare on my street",573
"29","nightmare;","a nightmare on my street",573
"29","street! was","a nightmare on my street",573
"29","back","a nightmare on my street",573
"29","bum rush movies","a nightmare on my street",573
"29","theater","a nightmare on my street",573
"29","saw","a nightmare on my street",573
"29","street man def","a nightmare on my street",573
"29","home","a nightmare on my street",573
"29","down","a nightmare on my street",573
"29","nightmare burning","a nightmare on my street",573
"29","buggin","a nightmare on my street",573
"29","12:30","a nightmare on my street",573
"29","went","a nightmare on my street",573
"29","grab juice or coke flipped","a nightmare on my street",573
"29","off","a nightmare on my street",573
"29"," you
turned
david
letterman
+are
+favorite
+rapper
 must
 die!","a nightmare on my street",573
"29"," so
 long
cuz! +cause!
 halfway
 block
 calmed
 screamin
 thought
oh","a nightmare on my street",573
"29","lot of","a nightmare on my street",573
"29","ive brain
yo +brains
 fred
 think
wrong
 partners
 nobody
 nails
long!
 look
 ill
 honest
 team
 wont
 girls
you
+yours
 fred
 face
burnt!","a nightmare on my street",573
"29","stopping","a nightmare on my street",573
"29","drew","a nightmare on my street",573
"29","hold
+hold
 up
hurt!","a nightmare on my street",573
"29","dream","a nightmare on my street",573
"29"," freddy
 uh
pal
 been
 mistake
 here","a nightmare on my street",573
"29","head  oh
 please
 do
somethin
 fred! bed ripped","a nightmare on my street",573
"29","me","a nightmare on my street",573
"29","silence!","a nightmare on my street",573
"29","huh
anyway","a nightmare on my street",573
"29","noticed","a nightmare on my street",573
"29","come on","a nightmare on my street",573
"29","prince","a nightmare on my street",573
"29","three oclock mornin","a nightmare on my street",573
"29","man!","a nightmare on my street",573
"29","sleep","a nightmare on my street",573
"29","going rrahhhh! ahhhhhh!","a nightmare on my street",573
"29","ha haaaa!","a nightmare on my street",573
"29","princey! ahh haaaaa!","a nightmare on my street",573
"290","mmm oh yeah","leave (get out)",629
"290","here","leave (get out)",629
"290","you","leave (get out)",629
"290","were","leave (get out)",629
"290","that","leave (get out)",629
"290","i","leave (get out)",629
"290","anyone","leave (get out)",629
"290","youre","leave (get out)",629
"290","boy","leave (get out)",629
"290","leave!","leave (get out)",629
"290","now","leave (get out)",629
"290","now!","leave (get out)",629
"290","cause","leave (get out)",629
"290","who","leave (get out)",629
"290","why bought","leave (get out)",629
"290","was waste time","leave (get out)",629
"290","one","leave (get out)",629
"290","your","leave (get out)",629
"290","because","leave (get out)",629
"290","so after","leave (get out)",629
"290","to one","leave (get out)",629
"290","way you gone all you","leave (get out)",629
"290","gotta leave","leave (get out)",629
"290","sayin","leave (get out)",629
"290","somethin","leave (get out)",629
"290","eyes oh out! me how did buy lies oh hey yeah! treat right oh yeah too late! bout who why no","leave (get out)",629
"291","ive tried","let it go",281
"291",NA,"let it go",281
"291","door i","let it go",281
"291","anyway","let it go",281
"291","all","let it go",281
"291","free","let it go",281
"291","cry","let it go",281
"291","back","let it go",281
"291","gone stand","let it go",281
"292",NA,"let it rock",282
"292","god","let it rock",282
"292","a","let it rock",282
"292","do crime","let it rock",282
"292","let it rock rock","let it rock",282
"292","stuck middle finger","let it rock",282
"292","stand line","let it rock",282
"292","yeoaw! waynes planet panties drop tops she gonna til camera stop sing about angels like angela rock! pamela samantha amanda tamara ménage à moi im here like bitch
up mechanic me fix up dick up down shorty we go wherever","let it rock",282
"292","pick town my jewelry louder than an engine sound bigass rocks on ground socks thats weezy back forgot somethin somethin ruling rubbin rap running miles trying flat stomach wayne personal trainer aim perfect bang ya period reminder","let it rock",282
"292",NA,"let it rock",282
"293","snow","let it snow! let it snow! let it snow!",630
"293","i brought","let it snow! let it snow! let it snow!",630
"293","snow","let it snow! let it snow! let it snow!",630
"293","storm","let it snow! let it snow! let it snow!",630
"293","you","let it snow! let it snow! let it snow!",630
"293","way","let it snow! let it snow! let it snow!",630
"293","he care its below hes sitting by fires gloosy glow dont about cold winds that blow just says let
snow let snow! ooooohwee goes why should worry nice his gal side i care! ummm ive lots say going a youll only dear","let it snow! let it snow! let it snow!",630
"294","chased the high","let me go",284
"294","chased the high","let me go",283
"294","it","let me go",284
"294","it","let me go",283
"294","all","let me go",284
"294","all","let me go",283
"295","mmmm mmmmm","let me love you",286
"295","mmmm mmmmm","let me love you",285
"295","youd","let me love you",286
"295","youd","let me love you",285
"295","you","let me love you",286
"295","you","let me love you",285
"295","doing","let me love you",286
"295","doing","let me love you",285
"295",NA,"let me love you",286
"295",NA,"let me love you",285
"295","you","let me love you",286
"295","you","let me love you",285
"295","description; look","let me love you",286
"295","description; look","let me love you",285
"295","99","let me love you",286
"295","99","let me love you",285
"295","baby ya man youd bout","let me love you",286
"295","baby ya man youd bout","let me love you",285
"295","you better","let me love you",286
"295","you better","let me love you",285
"295","baby","let me love you",286
"295","baby","let me love you",285
"295","everything","let me love you",286
"295","everything","let me love you",285
"295","everything","let me love you",286
"295","everything","let me love you",285
"295","me","let me love you",286
"295","me","let me love you",285
"295","be","let me love you",286
"295","be","let me love you",285
"295","need","let me love you",286
"295","need","let me love you",285
"296","runnin","let's get it started",287
"296","ya","let's get it started",287
"296","five","let's get it started",287
"296","your","let's get it started",287
"296","girlies pull they weave out","let's get it started",287
"296","shit","let's get it started",287
"296","til its","let's get it started",287
"296","act","let's get it started",287
"296","just","let's get it started",287
"296","in here yeah","let's get it started",287
"296",NA,"let's get it started",287
"296","it peas will","let's get it started",287
"296","people","let's get it started",287
"296","an","let's get it started",287
